Tissue,Symbol,Mode,pvalcis,pvaltrans,pvalcombined,fdrcis,fdrtrans,fdrcombined,chr,pos,endpos,r2cis,r2trans,r2combined,z_cis,z_trans,z_combined,fs_cis,fs_trans,fs_combined,cis_features,trans_features,cis_weight,trans_weight,Description,Type,DirectORIndirect,Score,Average Disease Causing Likelihood
SF,PHACTR1,cis,7.29208307659811e-12,NaN,7.29208307659811e-12,1.9656358452493664e-10,NaN,1.9656358452493664e-10,6,12716554,13287843,0.019041022101566822,NaN,0.019041022101566822,6.8518110571005,NaN,6.8518110571005,9,0,0,"[""rs4273676"", ""rs20500"", ""rs35549743"", ""rs4715068"", ""rs7762786"", ""rs11751831"", ""rs4331981"", ""rs35713382"", ""rs7755806""]",String[],NaN,NaN,Phosphatase And Actin Regulator 1,Protein,Direct,16.81,
SF,RASGRF2,combined,3.926417291827613e-8,NaN,3.926417281588503e-8,6.20969214481148e-7,NaN,6.20969214481148e-7,5,80960363,81230162,0.015640220909892148,1.3062670080913503e-20,0.01564022090668016,5.494129756918205,NaN,5.494129757378474,11,3,14,"[""rs10474653"", ""rs4703824"", ""rs4704704"", ""rs13155331"", ""rs13159648"", ""rs12697915"", ""rs13159681"", ""rs6872444"", ""rs4704705"", ""rs113196448"", ""rs4144527""]","[""rs11000594"", ""rs11000593"", ""rs57404619""]",0.8868146914962168,0.49999976983163985,Ras Protein Specific Guanine Nucleotide Releasing Factor 2,Protein,Indirect,2.38,62.0
SF,AP4M1,combined,2.731618614198782e-5,NaN,2.731618635395528e-5,0.00023950807033433445,NaN,0.00023950807033433445,7,100101549,100110345,0.006503451913958988,1.6210340739967883e-18,0.006503451923518464,4.194759003677471,NaN,4.194759001918524,19,16,35,"[""rs72615157"", ""rs74931323"", ""rs111255152"", ""rs35563342"", ""rs144496980"", ""rs34312198"", ""rs4131224"", ""rs11765024"", ""rs999885"", ""rs4727445"", ""rs12539172"", ""rs60697181"", ""rs4134888"", ""rs2293479"", ""rs2272338"", ""rs12532238"", ""rs4134923"", ""rs4134903"", ""rs12705099""]","[""rs1937863"", ""rs11819128"", ""rs36032941"", ""rs111950625"", ""rs55936302"", ""rs2275929"", ""rs77494092"", ""rs112150433"", ""rs34333145"", ""rs12261648"", ""rs72478264"", ""rs7896657"", ""rs6961233"", ""rs12411321"", ""rs7091942"", ""rs112098367""]",0.8180850009485716,0.4999882392466109,Adaptor Related Protein Complex 4 Subunit Mu 1,Protein,Indirect,2.53,64.6
SF,PPP3R1,combined,2.5083896414666745e-7,NaN,2.508396730301738e-7,3.4793153189886587e-6,NaN,3.4793153189886587e-6,2,68178857,68256237,0.004776573538305034,5.744744861047726e-17,0.004776573531189677,-5.157073794713925,NaN,-5.1570732653502365,16,26,42,"[""rs77099646"", ""rs13415318"", ""rs77412649"", ""rs79883557"", ""rs62143936"", ""rs6546387"", ""rs78665953"", ""rs150805391"", ""rs880668"", ""rs80050140"", ""rs6709464"", ""rs76996709"", ""rs75483778"", ""rs58884480"", ""rs116211567"", ""rs9807980""]","[""rs2276072"", ""rs72940945"", ""rs7113753"", ""rs36086436"", ""rs11650848"", ""rs16942"", ""rs2276071"", ""rs11825284"", ""rs3802884"", ""rs8176114"", ""rs8176257"", ""rs3950989"", ""rs8176199"", ""rs112874638"", ""rs11217125"", ""rs8176170"", ""rs799906"", ""rs8176103"", ""rs10818048"", ""rs72939086"", ""rs11654396"", ""rs2708333"", ""rs11602764"", ""rs11217124"", ""rs3802881"", ""rs11820805""]",0.6129664523974315,0.9999999995889828,"Protein Phosphatase 3 Regulatory Subunit B, Alpha",Protein,Direct,2.19,
SF,PRDX1,combined,0.0017816185412595621,NaN,0.0017816196547061998,0.009421551160130355,NaN,0.009421551160130355,1,45510914,45542732,0.0038298431382664793,4.929089953446711e-16,0.003829843030517435,-3.124410266015798,NaN,-3.1244100821472474,6,33,39,"[""rs12029972"", ""rs11211257"", ""rs17522918"", ""rs3219492"", ""rs61784830"", ""rs61782915""]","[""rs11190975"", ""rs76040598"", ""rs2667769"", ""rs77524679"", ""rs2667766"", ""rs4679307"", ""rs10934797"", ""rs10450405"", ""rs7502109"", ""rs2682911"", ""rs11719310"", ""rs7358055"", ""rs77437924"", ""rs62007348"", ""rs2667767"", ""rs2891153"", ""rs7914925"", ""rs2682912"", ""rs2667768"", ""rs6808312"", ""rs12493526"", ""rs6987100"", ""rs891759"", ""rs113835413"", ""rs10087974"", ""rs6565619"", ""rs2682913"", ""rs711975"", ""rs73209640"", ""rs2667770"", ""rs12922131"", ""rs35951033"", ""rs7465826""]",0.9999999999999997,0.9999999996728878,Peroxiredoxin 1,Protein,Direct,2.19,79.4
SF,VCL,combined,2.4737766522495155e-48,0.8595715460640696,3.9065738302894286e-10,6.0767126473806645e-46,0.9467558064194813,8.28650688514039e-9,10,73995193,74121363,0.0031452723805806063,0.015019659425877841,0.01806070544614366,14.608648214412488,0.1769195959709587,6.257715600490152,37,16,53,"[""rs56361489"", ""rs10740420"", ""rs11000922"", ""rs7069584"", ""rs7895061"", ""rs7902395"", ""rs7896842"", ""rs2894228"", ""rs112780600"", ""rs7914523"", ""rs6480723"", ""rs11000849"", ""rs12355771"", ""rs10824105"", ""rs12220238"", ""rs147211033"", ""rs4746177"", ""rs10824058"", ""rs7074651"", ""rs73278444"", ""rs10824107"", ""rs11001125"", ""rs6480711"", ""rs3812639"", ""rs12250729"", ""rs4746164"", ""rs11000896"", ""rs7099085"", ""rs10824111"", ""rs10762582"", ""rs75467340"", ""rs6480714"", ""rs11814550"", ""rs10430521"", ""rs57496258"", ""rs11000857"", ""rs3955312""]","[""rs1713822"", ""rs146764339"", ""rs9938025"", ""rs61985901"", ""rs941479"", ""rs12290527"", ""rs11024725"", ""rs11632789"", ""rs11024726"", ""rs3751480"", ""rs61884724"", ""rs11635165"", ""rs10083645"", ""rs111566682"", ""rs4788464"", ""rs11925894""]",0.9999999989624202,0.19375818571616443,Vinculin,Protein,Direct,20.86,65.6
SF,SIRT3,cis,9.062809002683521e-13,NaN,9.062809002683521e-13,2.6958316623216802e-11,NaN,2.6958316623216802e-11,11,215030,236931,0.0052498552512774506,NaN,0.0052498552512774506,-7.144038362913917,NaN,-7.144038362913917,11,0,0,"[""rs7116130"", ""rs3802984"", ""rs10794301"", ""rs9795476"", ""rs3782120"", ""rs10902118"", ""rs1533825"", ""rs6598071"", ""rs12364171"", ""rs6421986"", ""rs11607019""]",String[],NaN,NaN,Sirtuin 3,Protein,Direct,3.32,27.0
SF,TIMM29,trans,NaN,0.000742143026409392,0.000742143026409392,NaN,0.004443807116504622,0.004443807116504622,19,10928811,10933535,NaN,0.0029149068579269128,0.0029149068579269128,NaN,-3.373517597425462,-3.373517597425462,0,50,0,String[],"[""rs9821310"", ""rs940174"", ""rs3856637"", ""rs460047"", ""rs12489577"", ""rs6764567"", ""rs17693995"", ""rs13068119"", ""rs1721498"", ""rs73193199"", ""rs1681817"", ""rs7618871"", ""rs1937856"", ""rs10181813"", ""rs58818803"", ""rs6439657"", ""rs7247349"", ""rs28651277"", ""rs61856093"", ""rs2398174"", ""rs73190200"", ""rs6957424"", ""rs205634"", ""rs111964691"", ""rs78792304"", ""rs1209852"", ""rs10089228"", ""rs35424519"", ""rs1145101"", ""rs3733573"", ""rs1209864"", ""rs253678"", ""rs2895059"", ""rs55701318"", ""rs33846"", ""rs13343443"", ""rs10935182"", ""rs73203608"", ""rs73194710"", ""rs4805881"", ""rs1937860"", ""rs9645664"", ""rs12459381"", ""rs117986187"", ""rs2077600"", ""rs2392749"", ""rs1394092"", ""rs112098367"", ""rs7838324"", ""rs1735157""]",NaN,NaN,Translocase Of Inner Mitochondrial Membrane 29,Protein,Indirect,2.04,
SF,TFPI,combined,2.8627780938637885e-6,NaN,2.862777131746484e-6,3.0922064091876235e-5,NaN,3.0922064091876235e-5,2,187464230,187565760,0.01634264125876861,1.3087220929274795e-17,0.016342641255599148,4.680427161631631,NaN,4.6804272305289,46,39,85,"[""rs10172935"", ""rs1355521"", ""rs1912850"", ""rs7579959"", ""rs114151451"", ""rs7572886"", ""rs115818522"", ""rs8176548"", ""rs4467236"", ""rs9653305"", ""rs8176500"", ""rs1511879"", ""rs840611"", ""rs12466243"", ""rs11904730"", ""rs10165010"", ""rs56235386"", ""rs8176547"", ""rs9288141"", ""rs1706261"", ""rs8176510"", ""rs7598221"", ""rs13408875"", ""rs74485451"", ""rs10171329"", ""rs1918908"", ""rs12998073"", ""rs13035938"", ""rs16828937"", ""rs763684"", ""rs3755248"", ""rs1609268"", ""rs16828719"", ""rs78900507"", ""rs72904355"", ""rs3771089"", ""rs10183792"", ""rs67492154"", ""rs74833752"", ""rs142803695"", ""rs1632282"", ""rs12104503"", ""rs80246735"", ""rs10193778"", ""rs1912847"", ""rs113375998""]","[""rs2589992"", ""rs3743359"", ""rs3088052"", ""rs557359"", ""rs1367971"", ""rs11719314"", ""rs62015089"", ""rs521746"", ""rs3775221"", ""rs28667239"", ""rs2488967"", ""rs11725291"", ""rs2878120"", ""rs708122"", ""rs72747462"", ""rs12452874"", ""rs6894907"", ""rs11077866"", ""rs698270"", ""rs2096494"", ""rs12353019"", ""rs8026893"", ""rs17751931"", ""rs7225592"", ""rs1964675"", ""rs35930432"", ""rs2488968"", ""rs7167280"", ""rs575370"", ""rs11242451"", ""rs6596463"", ""rs711972"", ""rs74420613"", ""rs2996241"", ""rs6811350"", ""rs2166909"", ""rs655720"", ""rs61263161"", ""rs10869792""]",0.7746875277536482,0.4999046688916437,Tissue Factor Pathway Inhibitor,Protein,Direct,8.67,54.4
SF,ADD1,cis,0.00037493170327433195,NaN,0.00037493170327433195,0.002453893356625731,NaN,0.002453893356625731,4,2843844,2930076,0.0037331447456366417,NaN,0.0037331447456366417,-3.5571278528748254,NaN,-3.5571278528748254,1,0,0,"[""rs2530598""]",String[],NaN,NaN,Adducin 1,Protein,Direct,6.49,32.1
SF,PPARG,trans,NaN,9.753562046431738e-5,9.753562046431738e-5,NaN,0.0007419917580776991,0.0007419917580776991,3,12287368,12434356,NaN,0.0010771535040106882,0.0010771535040106882,NaN,3.896642024162945,3.896642024162945,0,92,0,String[],"[""rs11716334"", ""rs4855855"", ""rs6582294"", ""rs35174559"", ""rs10068784"", ""rs11720964"", ""rs6673666"", ""rs112890859"", ""rs62259943"", ""rs7652746"", ""rs7725463"", ""rs4955443"", ""rs13064780"", ""rs12629637"", ""rs73364090"", ""rs1633365"", ""rs12629759"", ""rs3814309"", ""rs6795756"", ""rs4920897"", ""rs4955427"", ""rs74974585"", ""rs11130185"", ""rs7315474"", ""rs6769821"", ""rs566472"", ""rs9830636"", ""rs4955412"", ""rs12631989"", ""rs76050931"", ""rs7641050"", ""rs11717524"", ""rs55921200"", ""rs11180473"", ""rs55927826"", ""rs10879949"", ""rs76002134"", ""rs11072219"", ""rs2054516"", ""rs7429661"", ""rs9809237"", ""rs4955432"", ""rs4855866"", ""rs12637576"", ""rs9834003"", ""rs35637038"", ""rs80291096"", ""rs4955421"", ""rs9859473"", ""rs73082362"", ""rs4955417"", ""rs9867285"", ""rs7979548"", ""rs175035"", ""rs11032827"", ""rs175016"", ""rs7297580"", ""rs4955439"", ""rs4699165"", ""rs12882111"", ""rs794933"", ""rs6808036"", ""rs6785832"", ""rs4855842"", ""rs66748999"", ""rs885657"", ""rs111891166"", ""rs11130202"", ""rs76049687"", ""rs185335729"", ""rs1820670"", ""rs12725588"", ""rs2082923"", ""rs6958704"", ""rs166627"", ""rs2838672"", ""rs79752040"", ""rs4955420"", ""rs114723329"", ""rs6446257"", ""rs34143457"", ""rs1343698"", ""rs62261183"", ""rs6803264"", ""rs760430"", ""rs2099526"", ""rs66471978"", ""rs6784820"", ""rs11715581"", ""rs6039857"", ""rs73691571"", ""rs9817807""]",NaN,NaN,Peroxisome Proliferator Activated Receptor Gamma,Protein,Direct,24.39,58.4
SF,IRS1,cis,1.0435111276440513e-76,NaN,1.0435111276440513e-76,6.6219476975078764e-74,NaN,6.6219476975078764e-74,2,226731312,226799820,0.00646011929979999,NaN,0.00646011929979999,18.53674406594949,NaN,18.53674406594949,28,0,0,"[""rs1522811"", ""rs2203452"", ""rs35118396"", ""rs2972145"", ""rs62189677"", ""rs2943637"", ""rs77402945"", ""rs2943650"", ""rs2972136"", ""rs4234059"", ""rs35500893"", ""rs67516172"", ""rs2943640"", ""rs10804330"", ""rs13391926"", ""rs2943656"", ""rs12474718"", ""rs4675078"", ""rs2943641"", ""rs2396303"", ""rs2138161"", ""rs1024137"", ""rs66461639"", ""rs2972137"", ""rs2972138"", ""rs1522819"", ""rs2972152"", ""rs7590201""]",String[],NaN,NaN,Insulin Receptor Substrate 1,Protein,Direct,10.78,33.3
SF,HLA-DRB1,combined,1.5063293379809288e-5,NaN,1.5063398803875096e-5,0.00014031532953089767,NaN,0.00014031532953089767,6,32578769,32589848,0.015098268766836589,2.2009418227541634e-15,0.015098267756949864,4.327760795409473,NaN,4.327759253494477,33,78,111,"[""rs518374"", ""rs9274194"", ""rs28746839"", ""rs17843692"", ""rs28366280"", ""rs9274656"", ""rs115749644"", ""rs9276189"", ""rs9268556"", ""rs6457535"", ""rs9268613"", ""rs9357155"", ""rs2395175"", ""rs3131294"", ""rs9274657"", ""rs9271377"", ""rs926070"", ""rs9270907"", ""rs5002178"", ""rs9272625"", ""rs4713515"", ""rs9268199"", ""rs13194770"", ""rs3916765"", ""rs547077"", ""rs9272426"", ""rs9273042"", ""rs575765"", ""rs9268494"", ""rs9268496"", ""rs28383453"", ""rs9268493"", ""rs2073045""]","[""rs1713831"", ""rs7622562"", ""rs1527794"", ""rs1539747"", ""rs59286026"", ""rs1051760"", ""rs1057042"", ""rs7047805"", ""rs1727946"", ""rs744175"", ""rs12493683"", ""rs12696015"", ""rs11914514"", ""rs60023390"", ""rs2015344"", ""rs2060621"", ""rs34037193"", ""rs35674678"", ""rs75528082"", ""rs1727958"", ""rs4781007"", ""rs1627048"", ""rs67552174"", ""rs1727944"", ""rs11718344"", ""rs77199433"", ""rs6777771"", ""rs10935972"", ""rs2596629"", ""rs7616315"", ""rs4679729"", ""rs12631484"", ""rs9276841"", ""rs1470663"", ""rs11860203"", ""rs1727880"", ""rs3735170"", ""rs8063576"", ""rs4544231"", ""rs28545584"", ""rs2018501"", ""rs7906093"", ""rs7086358"", ""rs1010356"", ""rs4785595"", ""rs9852440"", ""rs3848368"", ""rs62032958"", ""rs1713839"", ""rs7195066"", ""rs4780330"", ""rs9818079"", ""rs1727935"", ""rs11928425"", ""rs11000572"", ""rs1713830"", ""rs6500445"", ""rs12935405"", ""rs11647686"", ""rs2159227"", ""rs1713847"", ""rs35344801"", ""rs3848369"", ""rs12261324"", ""rs886952"", ""rs78004870"", ""rs12498021"", ""rs12930852"", ""rs1713798"", ""rs1727917"", ""rs555963"", ""rs9926890"", ""rs8045232"", ""rs1405895"", ""rs10450305"", ""rs886951"", ""rs117095191"", ""rs938989""]",0.9999999999999994,0.9999999990345374,"Major Histocompatibility Complex, Class II, DR Beta 1",Protein,Direct,8.53,1.0
SF,PRKAR1A,combined,0.002505330886409778,NaN,0.002505327097914394,0.012613616330585428,NaN,0.012613616330585428,17,68511780,68551319,0.021933761221740015,3.7319744346852314e-16,0.021933760970956565,3.022696839010106,NaN,3.02269729666211,1,9,10,"[""rs7503385""]","[""rs62287760"", ""rs12492258"", ""rs7633168"", ""rs4108611"", ""rs62286852"", ""rs62286836"", ""rs7107498"", ""rs74740392"", ""rs9820541""]",0.9999999999999976,0.9999999997535558,Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha,Protein,Direct,3.83,88.1
SF,FUT1,combined,0.0009031694795920942,NaN,0.0009031694844357472,0.005276283562699052,NaN,0.005276283562699052,19,48748011,48755390,0.0030753908836437934,1.6487361311493186e-19,0.003075390883939797,3.3190725904206486,NaN,3.3190725889231043,7,23,30,"[""rs838140"", ""rs4015"", ""rs4021"", ""rs507855"", ""rs2452170"", ""rs2638282"", ""rs838142""]","[""rs248936"", ""rs8100193"", ""rs2133821"", ""rs913723"", ""rs913722"", ""rs13428122"", ""rs2681371"", ""rs10412139"", ""rs737195"", ""rs2286920"", ""rs2246914"", ""rs248937"", ""rs10423403"", ""rs1963056"", ""rs11666112"", ""rs1500400"", ""rs2562441"", ""rs1319479"", ""rs8111124"", ""rs2650807"", ""rs4389259"", ""rs4808992"", ""rs248939""]",0.9999999996278621,6.021833765556481e-10,Fucosyltransferase 1 (H Blood Group),Protein,Direct,2.19,44.1
SF,HCG27,cis,0.00047223612397043907,NaN,0.00047223612397043907,0.003013052437398319,NaN,0.003013052437398319,6,31197760,31203968,0.05255076786305696,NaN,0.05255076786305696,-3.496029706164822,NaN,-3.496029706164822,93,0,0,"[""rs2057726"", ""rs41273021"", ""rs72856758"", ""rs1264299"", ""rs3130528"", ""rs7757496"", ""rs3094189"", ""rs3093540"", ""rs3094092"", ""rs4713428"", ""rs885949"", ""rs15574"", ""rs3094609"", ""rs73390208"", ""rs2517468"", ""rs3093995"", ""rs7738138"", ""rs1045251"", ""rs2517438"", ""rs115225594"", ""rs1264298"", ""rs2516512"", ""rs3130245"", ""rs12197154"", ""rs2844662"", ""rs3093950"", ""rs9263980"", ""rs2395043"", ""rs1265098"", ""rs35628925"", ""rs707938"", ""rs2905722"", ""rs6908511"", ""rs9265519"", ""rs41266856"", ""rs75570972"", ""rs3130683"", ""rs486416"", ""rs7768431"", ""rs3897530"", ""rs9262292"", ""rs1264303"", ""rs9262294"", ""rs2517575"", ""rs73728583"", ""rs3115673"", ""rs3094607"", ""rs1008438"", ""rs3998077"", ""rs1265087"", ""rs28752896"", ""rs659445"", ""rs9688839"", ""rs9380221"", ""rs3132488"", ""rs2853941"", ""rs2442724"", ""rs3131017"", ""rs12190167"", ""rs7765013"", ""rs1264300"", ""rs141715528"", ""rs1264307"", ""rs2249464"", ""rs17886880"", ""rs9263911"", ""rs9265549"", ""rs9266704"", ""rs7772305"", ""rs7741091"", ""rs1265095"", ""rs9266745"", ""rs35590025"", ""rs3094188"", ""rs3129987"", ""rs111606016"", ""rs73406410"", ""rs112985609"", ""rs9264548"", ""rs72856757"", ""rs11757660"", ""rs612496"", ""rs2253705"", ""rs9265963"", ""rs9468911"", ""rs2097773"", ""rs10947096"", ""rs28366149"", ""rs72861369"", ""rs17200421"", ""rs2518028"", ""rs2269712"", ""rs3134954""]",String[],NaN,NaN,HLA Complex Group 27,ncRNA,Direct,4.13,
SF,KREMEN1,combined,0.001163963130083182,NaN,0.0011639631615175956,0.006569318403145492,NaN,0.006569318403145492,22,29073035,29168333,0.014267238501723354,2.949523011684769e-20,0.014267238500478886,3.2475668609766744,NaN,3.247566853291565,40,12,52,"[""rs77670878"", ""rs76223077"", ""rs1022482"", ""rs134644"", ""rs713886"", ""rs134600"", ""rs134604"", ""rs126077"", ""rs134599"", ""rs134620"", ""rs134637"", ""rs134622"", ""rs132393"", ""rs134619"", ""rs2049938"", ""rs134607"", ""rs134602"", ""rs16987084"", ""rs134676"", ""rs112056716"", ""rs134605"", ""rs134627"", ""rs5997449"", ""rs134669"", ""rs79270695"", ""rs134638"", ""rs134625"", ""rs1540900"", ""rs9620866"", ""rs134623"", ""rs75791229"", ""rs6006036"", ""rs75940811"", ""rs134656"", ""rs134670"", ""rs134601"", ""rs134615"", ""rs134598"", ""rs134636"", ""rs134618""]","[""rs113924095"", ""rs79823138"", ""rs78107864"", ""rs77162760"", ""rs111860632"", ""rs78711207"", ""rs76936629"", ""rs79278932"", ""rs62146599"", ""rs77071595"", ""rs9694236"", ""rs74571432""]",0.999999999494827,0.009823396071199891,Kringle Containing Transmembrane Protein 1,Protein,Indirect,4.27,29.9
SF,CSK,combined,5.4879194685722146e-27,NaN,5.487919324487701e-27,4.9165302062561665e-25,NaN,4.9165302062561665e-25,15,74782080,74803197,0.0025659080418733667,1.8802462923087473e-18,0.0025659080383932846,-10.757084148156357,NaN,-10.757084150576492,14,20,34,"[""rs11072508"", ""rs34862454"", ""rs12909307"", ""rs936226"", ""rs12594062"", ""rs34933034"", ""rs1543927"", ""rs1378938"", ""rs12909047"", ""rs35206230"", ""rs1378942"", ""rs12591513"", ""rs72730503"", ""rs2168519""]","[""rs3917412"", ""rs6022259"", ""rs112752863"", ""rs4786"", ""rs7037352"", ""rs6068570"", ""rs12458844"", ""rs6022547"", ""rs6068657"", ""rs6022647"", ""rs595533"", ""rs28600201"", ""rs77402612"", ""rs12541647"", ""rs990792"", ""rs10485480"", ""rs6063998"", ""rs2273352"", ""rs6022723"", ""rs1800016""]",0.9351014040039436,7.64596441976325e-10,C-Terminal Src Kinase,Protein,Direct,2.29,69.8
SF,SPPL2A,combined,0.0001651543416108231,NaN,0.0001651543416108237,0.0011909567342485061,NaN,0.0011909567342485061,15,50702266,50765709,0.004739149197410638,3.6924446046921495e-34,0.004739149197410638,3.7671007824765566,NaN,3.7671007824765557,38,72,110,"[""rs56811013"", ""rs12913464"", ""rs12912843"", ""rs12437803"", ""rs8028610"", ""rs12593535"", ""rs12900430"", ""rs9920083"", ""rs12910731"", ""rs12912841"", ""rs12899657"", ""rs3098177"", ""rs12438326"", ""rs3098197"", ""rs28641162"", ""rs12915052"", ""rs12904353"", ""rs12903544"", ""rs78099598"", ""rs8030153"", ""rs10152686"", ""rs71397503"", ""rs12904617"", ""rs12912192"", ""rs11070809"", ""rs12440841"", ""rs7165492"", ""rs12916038"", ""rs12915001"", ""rs12437770"", ""rs12912835"", ""rs12595393"", ""rs7168211"", ""rs12908546"", ""rs3131565"", ""rs2445762"", ""rs12911654"", ""rs2470150""]","[""rs10046297"", ""rs834699"", ""rs3804508"", ""rs1527799"", ""rs79917659"", ""rs1713845"", ""rs12984180"", ""rs6911732"", ""rs3804511"", ""rs111843362"", ""rs62062371"", ""rs61004728"", ""rs4276501"", ""rs2118057"", ""rs2025226"", ""rs139343152"", ""rs9921996"", ""rs55886204"", ""rs9395794"", ""rs834579"", ""rs139225929"", ""rs79905210"", ""rs619660"", ""rs11685514"", ""rs10484877"", ""rs484734"", ""rs134851"", ""rs112541774"", ""rs8014112"", ""rs79417417"", ""rs79587415"", ""rs72927453"", ""rs704895"", ""rs76705128"", ""rs79279936"", ""rs11129988"", ""rs3804510"", ""rs10935979"", ""rs17216271"", ""rs10417618"", ""rs138513560"", ""rs73564247"", ""rs13196722"", ""rs17562676"", ""rs62249006"", ""rs2240074"", ""rs72833432"", ""rs357477"", ""rs719394"", ""rs357476"", ""rs10410424"", ""rs733289"", ""rs77374381"", ""rs112050411"", ""rs34782506"", ""rs9862469"", ""rs17562787"", ""rs28601753"", ""rs12461065"", ""rs9296676"", ""rs9303281"", ""rs9357733"", ""rs62407890"", ""rs10409727"", ""rs113790698"", ""rs11129987"", ""rs545023"", ""rs1541926"", ""rs7257599"", ""rs17592303"", ""rs113506744"", ""rs4982892""]",0.7911684671794443,3.1708931445539063e-10,Signal Peptide Peptidase Like 2A,Protein,Direct,2.2,31.9
SF,MIB1,combined,7.537005511409446e-6,NaN,7.537035867763664e-6,7.420107063092476e-5,NaN,7.420107063092476e-5,18,21704957,21870953,0.0010338033870930928,8.836373283965348e-17,0.0010338033745236745,-4.477930709121526,NaN,-4.477929849087695,11,12,23,"[""rs8089932"", ""rs58424895"", ""rs3764502"", ""rs1046936"", ""rs55715139"", ""rs7237961"", ""rs67555232"", ""rs45590343"", ""rs11872965"", ""rs7243281"", ""rs10083963""]","[""rs6860780"", ""rs4387932"", ""rs11234945"", ""rs2953845"", ""rs2413031"", ""rs10065171"", ""rs5997940"", ""rs1769725"", ""rs3792006"", ""rs7014773"", ""rs28876236"", ""rs2467667""]",0.7636330348749596,0.49990850326242686,MIB E3 Ubiquitin Protein Ligase 1,Protein,Direct,4.53,85.5
SF,TPSD1,combined,2.5667561261854575e-5,NaN,2.5667560428668886e-5,0.00022735894174335194,NaN,0.00022735894174335194,16,1256059,1259008,0.03066839685152817,7.689816634256074e-20,0.03066839685689221,4.208848320855704,NaN,4.208848328191306,31,21,52,"[""rs112075402"", ""rs9936847"", ""rs2738903"", ""rs1983597"", ""rs2941955"", ""rs12918838"", ""rs8063574"", ""rs78931180"", ""rs111903030"", ""rs117673391"", ""rs2738896"", ""rs113856625"", ""rs4984773"", ""rs9924558"", ""rs4984774"", ""rs1141966"", ""rs71380262"", ""rs113342481"", ""rs72775449"", ""rs1050834"", ""rs72775445"", ""rs1883562"", ""rs9937606"", ""rs7194275"", ""rs7199888"", ""rs8050166"", ""rs2738898"", ""rs72775470"", ""rs4984820"", ""rs7204535"", ""rs4984843""]","[""rs6909145"", ""rs6931997"", ""rs3756785"", ""rs17060705"", ""rs11154642"", ""rs7745372"", ""rs114376367"", ""rs1005453"", ""rs17060759"", ""rs150910964"", ""rs10452621"", ""rs9321310"", ""rs76472171"", ""rs12526718"", ""rs116842752"", ""rs9493084"", ""rs17060724"", ""rs2286454"", ""rs7775436"", ""rs9493048"", ""rs9493087""]",0.9999999981000139,0.01303453426585105,Tryptase Delta 1,Protein,Indirect,2.17,7.8
SF,CAT,cis,4.2494074127827005e-6,NaN,4.2494074127827005e-6,4.4327722531972964e-5,NaN,4.4327722531972964e-5,11,34438934,34472060,0.0019537686093094807,NaN,0.0019537686093094807,4.598795455959954,NaN,4.598795455959954,28,0,0,"[""rs2296144"", ""rs4756146"", ""rs4756148"", ""rs2284369"", ""rs769217"", ""rs2284367"", ""rs10488735"", ""rs208664"", ""rs2284368"", ""rs551929"", ""rs373443"", ""rs2092486"", ""rs208678"", ""rs4755372"", ""rs72923163"", ""rs208679"", ""rs769218"", ""rs1535720"", ""rs7949972"", ""rs10836244"", ""rs2076556"", ""rs2022322"", ""rs409598"", ""rs7113917"", ""rs2284365"", ""rs4755373"", ""rs12273809"", ""rs7102889""]",String[],NaN,NaN,Catalase,Protein,Direct,5.57,66.8
SF,SOD3,combined,0.0003152180948151618,NaN,0.00031521809481516123,0.002106525486632257,NaN,0.002106525486632257,4,24789912,24800842,0.0035315277760945042,1.7577460570101683e-35,0.0035315277760945047,-3.602461502467559,NaN,-3.6024615024675595,3,36,39,"[""rs2536511"", ""rs2284659"", ""rs2536512""]","[""rs9535530"", ""rs9635279"", ""rs6826705"", ""rs61856137"", ""rs7358080"", ""rs6797431"", ""rs243350"", ""rs35619459"", ""rs7641039"", ""rs17164384"", ""rs1713802"", ""rs12919664"", ""rs79203579"", ""rs7512903"", ""rs357494"", ""rs10935972"", ""rs2596629"", ""rs1657621"", ""rs2689330"", ""rs2554944"", ""rs242577"", ""rs11073036"", ""rs13085039"", ""rs10852455"", ""rs1727911"", ""rs9818079"", ""rs357488"", ""rs2234696"", ""rs357506"", ""rs9817399"", ""rs3745683"", ""rs357501"", ""rs12485755"", ""rs2122365"", ""rs2274536"", ""rs148347194""]",0.9999999999999997,2.1948067250375765e-10,Superoxide Dismutase 3,Protein,Direct,10.57,
SF,XRCC3,cis,1.8802136053398684e-5,NaN,1.8802136053398684e-5,0.00017075523678787235,NaN,0.00017075523678787235,14,103697609,103715504,0.002159403286532667,NaN,0.002159403286532667,-4.278660533518434,NaN,-4.278660533518434,17,0,0,"[""rs861530"", ""rs12432994"", ""rs4906356"", ""rs4900592"", ""rs3212136"", ""rs3212090"", ""rs3212038"", ""rs12432907"", ""rs12436795"", ""rs4900589"", ""rs861545"", ""rs11846838"", ""rs4900590"", ""rs7494546"", ""rs56168984"", ""rs8021229"", ""rs12433109""]",String[],NaN,NaN,X-Ray Repair Cross Complementing 3,Protein,Direct,2.55,24.4
