Tissue,Mode,Nsig,gene,pval,fdr,chr,_start,_end
MAM,cis,1,RAB23,2.464161978457531e-31,2.1029747580281855e-29,6,57186992,57222307
MAM,combined,1,ZFP1,1.61143828637614e-14,4.961650080581279e-13,16,75148494,75172236
MAM,combined,1,MTMR2,1.3107448059617137e-12,3.363182525061304e-11,11,95821766,95925315
MAM,combined,1,ASCC1,0.0003165756303439616,0.002162810515132172,10,72096032,72217134
MAM,cis,1,COPRS,1.97755437273852e-12,4.9606288043311474e-11,17,31851871,31859291
MAM,combined,1,KIAA0040,0.00024363142531156538,0.0017179346470943384,1,175156986,175192999
MAM,combined,1,SELENOT,6.651043330827373e-5,0.0005334082401633414,3,150602875,150630445
MAM,combined,1,TGFBR3,3.821195653612378e-6,4.021731591734261e-5,1,91680343,91906335
MAM,combined,1,ATP2B1,3.615993507819771e-100,1.774435814165433e-97,12,89588049,89709300
MAM,combined,1,ZNRF3,2.653081603480258e-6,2.8931486402396175e-5,22,28883572,29057488
MAM,combined,1,MEAF6,3.8938824038113975e-5,0.0003323132357991868,1,37489993,37514766
MAM,cis,1,ATG4C,5.7764481111607845e-9,9.649740924421042e-8,1,62784132,62865516
MAM,combined,1,CCDC152,1.070742950447375e-5,0.00010283716544877754,5,42756818,42802439
MAM,combined,1,SEC23B,6.91519388699406e-9,1.143045153762818e-7,20,18507520,18561415
MAM,combined,1,CENPQ,1.4483498761726332e-9,2.6600512404139014e-8,6,49463370,49493107
MAM,cis,1,SFMBT1,2.9959305324556374e-6,3.204706890405373e-5,3,52903572,53046750
MAM,cis,1,FKTN,0.00044185262928599745,0.002895831317895667,9,105558122,105653820
MAM,trans,1,FAM50B,0.0011147271294578358,0.0062920776829174675,6,3849373,3851320
MAM,trans,1,UBE2Q1,7.282672771538862e-5,0.0005808014755280587,1,154548577,154559028
MAM,combined,1,CTD-2017D11,7.14496704882511e-8,1.0126120719106562e-6,,,
MAM,combined,1,ZNF391,1.13861219603332e-13,3.286696197483681e-12,6,27374615,27403908
MAM,combined,1,CENPV,0.0001502690288717915,0.0011151581098174585,17,16342534,16353656
MAM,cis,1,EBLN2,1.7698487715402247e-16,6.38895063436693e-15,3,73061659,73063337
MAM,trans,1,WNK1,5.291040543963965e-7,6.55763296463032e-6,12,752579,911452
MAM,combined,1,ATXN2,0.0007975657564790259,0.004769297438686269,12,111443485,111599676
MAM,cis,1,YIPF5,3.142111531941695e-11,6.920137080796695e-10,5,144158162,144170714
MAM,combined,1,PFKL,0.0024493450991590815,0.012311800925766662,21,44300051,44327376
MAM,combined,1,PLCE1,2.415472368542423e-12,6.001608006838914e-11,10,93993931,94332823
MAM,combined,1,ADAMTS3,2.4365456177613345e-18,1.0230234180670117e-16,4,72280969,72569221
MAM,trans,1,MRFAP1,1.0566464837708159e-5,0.00010166985131527647,4,6640091,6642745
MAM,cis,1,ANKRD50,0.0013861148012784402,0.007589316849538126,4,124664048,124712732
MAM,combined,1,MINCR,2.4656854251794396e-17,9.513210409189311e-16,8,143280161,143281690
MAM,combined,1,TCTN2,3.395751587595037e-7,4.3176912696360215e-6,12,123671110,123708399
MAM,combined,1,EDEM3,1.6113639662438986e-6,1.8203775799948156e-5,1,184690237,184754907
MAM,combined,1,GGT5,0.002069998384115112,0.010623553432853223,22,24219654,24245108
MAM,cis,1,RP3-475N16,1.0159219476487405e-9,1.887931638334695e-8,,,
MAM,combined,1,RANBP17,5.836246136803581e-10,1.1300440608012882e-8,5,170861870,171300015
MAM,trans,1,RBM15,0.0002101960190616657,0.0015113132267973151,1,110338506,110346681
MAM,combined,1,RAD18,2.5971019899138228e-14,7.873029449346865e-13,3,8775402,8963773
MAM,trans,1,ZNF844,0.0014472688494418377,0.007861107832163672,19,12064731,12081565
MAM,combined,1,LINC00710,7.313148587493333e-10,1.383594881927383e-8,10,10917866,10952234
MAM,cis,1,CTC-510F12,3.7744764084298243e-7,4.75687022805566e-6,,,
MAM,combined,1,WDFY2,1.6155550315257618e-5,0.0001491420379779485,13,51584455,51767709
MAM,cis,1,PTCH1,5.8837956168696e-7,7.240849731324713e-6,9,95442980,95517057
MAM,trans,1,ATAD1,1.3228835175177285e-7,1.7846426009949217e-6,10,87751512,87841361
MAM,combined,1,PRELID3A,0.002190259540510784,0.011159531580863526,18,12407896,12432238
MAM,trans,1,EEF1A1P8,3.7495854085560684e-7,4.733098044256909e-6,3,184026369,184027756
MAM,combined,1,MAP3K11,6.992700537690714e-18,2.8155481164963406e-16,11,65597756,65615382
MAM,combined,1,LRRC37A17P,1.0236768162973322e-10,2.16059100084906e-9,17,46978481,47054569
MAM,cis,1,LRCH1,3.5275320305172414e-31,2.9781094341511955e-29,13,46553168,46753040
MAM,combined,1,HLA-DRB1,1.983427993179374e-23,1.1163808691728097e-21,6,32578769,32589848
MAM,combined,1,APOL6,4.86130606635221e-6,5.015577512272284e-5,22,35648446,35668404
MAM,cis,1,PPP4R1,2.553362379000229e-6,2.7921622170919638e-5,18,9546791,9615240
MAM,cis,1,FAM161B,0.00014567228797455613,0.0010866945073940404,14,73931501,73950414
MAM,combined,1,TSPAN11,0.0007801126562238271,0.004689935536856657,12,30926428,30996602
MAM,combined,1,ADH6,0.002690549092507332,0.01340409022831302,4,99202638,99219537
MAM,combined,1,TAS2R19,0.0001415455780034761,0.0010589284233670335,12,11021619,11022620
MAM,combined,1,HCG27,1.2020425894819127e-19,5.4240983457079916e-18,6,31197760,31203968
MAM,trans,1,S100A8,0.00015326742025110218,0.0011352633491523857,1,153390032,153391073
MAM,cis,1,AHSA1,5.053639449692642e-6,5.2003473314890926e-5,14,77457870,77469472
MAM,trans,1,C7orf25,5.016603840343694e-6,5.1690111617399623e-5,7,42908726,42912305
MAM,combined,1,MCU,2.9366517453198714e-6,3.154188943690693e-5,10,72692131,72887694
MAM,combined,1,PYROXD1,1.0350770564270843e-5,9.983934602857247e-5,12,21437615,21471250
MAM,combined,1,NOP14,4.3792778968777707e-7,5.488348094207153e-6,4,2937933,2963406
MAM,combined,1,XPC,1.4446170871570677e-8,2.2798816263933665e-7,3,14145147,14178621
MAM,combined,1,ELF1,2.681736040438572e-7,3.4716653786485855e-6,13,40931924,41061440
MAM,combined,1,SRP14,1.245526765893808e-6,1.4328576726407112e-5,15,40035690,40039181
MAM,combined,1,GLTP,0.002521651115756623,0.012630777502624004,12,109850945,109880541
MAM,combined,1,BEND6,1.8894113079672865e-10,3.8581828048127826e-9,6,56955107,57027346
MAM,combined,1,RP11-795J1,0.0005828421229425168,0.003685571223450556,,,
MAM,combined,1,IRF1,4.000897529390567e-8,5.866115713154276e-7,5,132440440,132508719
MAM,combined,1,PON2,0.0018549801265043,0.00972904239361958,7,95404862,95435329
MAM,combined,1,RBM23,3.025752785798084e-11,6.68262032068566e-10,14,22893204,22919182
MAM,combined,1,KATNBL1,7.302427059139246e-9,1.201991741191442e-7,15,34140674,34210096
MAM,combined,1,EFTUD2,0.00043995581413336474,0.002885808750767012,17,44849948,44899445
MAM,trans,1,ARL15,5.373809999625024e-5,0.0004374543204982465,5,53883942,54310582
MAM,cis,1,GFOD1,2.3664971683826534e-123,1.7695764302434673e-120,6,13357830,13487662
MAM,combined,1,PGPEP1,0.0017970150957402925,0.009482032274331254,19,18340598,18369950
MAM,cis,1,OXNAD1,1.1983767730009625e-13,3.427706824487088e-12,3,16265160,16350299
MAM,cis,1,CCDC18-AS1,2.1417818304730514e-10,4.3284942192945076e-9,1,93262186,93346025
MAM,combined,1,TLCD5,5.820749305419871e-16,2.017215197240389e-14,11,120325296,120333686
MAM,cis,1,RBM43,4.291599106079668e-7,5.386968885912792e-6,2,151247940,151261863
MAM,cis,1,UQCC2,0.0019391825876562832,0.010116119834557206,6,33694293,33711727
MAM,combined,1,RSRC1,0.0013852478477485084,0.007589316849538126,3,158105855,158545730
MAM,combined,1,TMEM68,3.7097115191803443e-11,8.124630402467078e-10,8,55696424,55773407
MAM,combined,1,IGFBP3,2.3310654566961138e-8,3.5677115854287597e-7,7,45912245,45921874
MAM,cis,1,KIFAP3,1.007369882325051e-6,1.1813838134540907e-5,1,169921326,170085208
MAM,combined,1,CAV2,0.0006334642677284709,0.003958332662547307,7,116287380,116508541
MAM,cis,1,CSK,1.7071014747700891e-12,4.323647493276566e-11,15,74782080,74803197
MAM,combined,1,PFDN1,2.436702749293922e-6,2.6757722567945776e-5,5,140245035,140303113
MAM,cis,1,DBN1,3.898370415500739e-10,7.680816892673538e-9,5,177456608,177474401
MAM,cis,1,GGCX,7.953550364275015e-41,9.320492639567953e-39,2,85544720,85561547
MAM,cis,1,KNSTRN,3.921815596325794e-16,1.374648890828213e-14,15,40382721,40394246
MAM,combined,1,TYRO3,3.5104692011252536e-5,0.0003023862647536739,15,41557675,41583589
MAM,combined,1,MPDZ,1.0288023124116012e-7,1.4146565933851048e-6,9,13105706,13279692
MAM,combined,1,PNMA8A,7.26690338555199e-14,2.1449658620925355e-12,19,46466491,46471563
MAM,cis,1,TOP3A,3.7341298705419395e-7,4.7211788532302795e-6,17,18271428,18315007
MAM,cis,1,RDM1P3,1.53708152054381e-47,2.234888066398097e-45,17,68152776,68159043
MAM,cis,1,SNX2,2.3509041450911743e-11,5.236347204307334e-10,5,122775079,122834543
MAM,combined,1,ABHD12,6.673788196487793e-47,9.35700857584382e-45,20,25294742,25390835
MAM,combined,1,RNF19B,0.0004326983942830171,0.002845342888264441,1,32936445,32964809
MAM,combined,1,JAM3,2.0473698291508525e-5,0.00018616063056823502,11,134069071,134152001
MAM,combined,1,XXbac-BPG181B23,7.692131650961275e-5,0.0006109739166163122,,,
MAM,combined,1,ENSG00000225745,0.00030238514347817217,0.0020744228519168797,,,
MAM,combined,1,LINC00910,2.5497608194129186e-13,7.024367394252817e-12,17,43338741,43389199
MAM,combined,1,RHOD,1.7432819759416312e-5,0.00016064998162095912,11,67056847,67072017
MAM,trans,1,PER1,0.000840640911674546,0.004955174262772296,17,8140472,8156506
MAM,cis,1,PARP14,0.00022097546535485094,0.0015759797117392402,3,122680839,122730840
MAM,trans,1,FZD4,0.00017950406316623205,0.0013073990277826261,11,86945679,86955395
MAM,combined,1,CEP63,2.1286994785663783e-14,6.503306475834836e-13,3,134485699,134587789
MAM,trans,1,GTDC1,9.555992736058761e-7,1.1277731538028525e-5,2,143938068,144332568
MAM,combined,1,FAM193B,8.051727382512424e-24,4.64839246645561e-22,5,177519789,177554563
MAM,cis,1,CADPS2,0.0005543290961526722,0.003539906383442624,7,122318411,122886759
MAM,combined,1,OIP5-AS1,2.4612156480027095e-13,6.792349616974789e-12,15,41283990,41309737
MAM,cis,1,COLGALT1,1.3202931633475573e-6,1.5078228032033957e-5,19,17555649,17583162
MAM,cis,1,DHX58,2.7406030771967613e-9,4.862789844205734e-8,17,42101404,42112714
MAM,combined,1,OR51E1,0.0006351016249210974,0.003965407879566064,11,4643420,4655488
MAM,combined,1,IK,3.804954810278918e-8,5.599738086767558e-7,5,140647058,140662480
MAM,combined,1,GRIK1,5.582828640823911e-10,1.0836484319759934e-8,21,29536933,29940033
MAM,trans,1,GABARAP,0.00046755086877953855,0.003040145462710184,17,7240008,7242449
MAM,cis,1,SUCO,3.5411430902510214e-8,5.236023535424839e-7,1,172532349,172611833
MAM,cis,1,METTL18,9.071292347356458e-9,1.4822737120763627e-7,1,169792529,169794963
MAM,combined,1,NFE2L1,9.67622701981334e-5,0.0007533256960442681,17,48048329,48061545
MAM,combined,1,CANX,1.090784499597404e-8,1.7549783808584054e-7,5,179678628,179731641
MAM,combined,1,TDRD6,0.0005830069998758951,0.003685571223450556,6,46687875,46704319
MAM,cis,1,HDHD2,8.374414397980642e-11,1.7867313762430708e-9,18,47107408,47150500
MAM,trans,1,ZNF672,0.0019403953455345373,0.010116119834557206,1,248838210,248849517
MAM,cis,1,MRC2,4.087280670784028e-9,7.014488346811102e-8,17,62627670,62693597
MAM,trans,1,SCYL3,3.2100170388636393e-13,8.766416967178388e-12,1,169849631,169894267
MAM,combined,1,CSNK1G3,0.0004663238980540444,0.0030346805516546457,5,123512099,123617045
MAM,cis,1,OMG,3.82903493657762e-6,4.024587390165888e-5,17,31272013,31297539
MAM,combined,1,LPCAT2,2.374919505744698e-5,0.0002127402244400283,16,55509072,55586666
MAM,trans,1,CTC-339F2,0.0002914907145739555,0.0020119906333867354,,,
MAM,combined,1,UBE2Z,1.4458125059272955e-41,1.746452510079774e-39,17,48908407,48929056
MAM,combined,1,JAGN1,0.0011365013155000018,0.006405771772181094,3,9890574,9894349
MAM,combined,1,ST8SIA1,0.0014816596163969905,0.008006366468094267,12,22063773,22437041
MAM,combined,1,SNX29,2.0091485004660826e-6,2.2280832558580373e-5,16,11976734,12574287
MAM,combined,1,ZFP82,6.264435502480154e-17,2.3256448984725318e-15,19,36383120,36418644
MAM,cis,1,GATM,0.00013339308472206036,0.0010031952152253418,15,45361124,45402327
MAM,combined,1,ZEB1,1.3626300519646462e-5,0.0001281290642795593,10,31318495,31529814
MAM,combined,1,UGDH,0.0014727313137562217,0.007969316648251991,4,39498755,39528311
MAM,combined,1,TAS2R50,8.267488051746369e-7,9.910256860807116e-6,12,10985913,10986912
MAM,trans,1,SCP2,7.090082473941059e-15,2.276800922051052e-13,1,52927276,53051698
MAM,combined,1,DNAJB12,1.2759634897853699e-8,2.038296575368527e-7,10,72332830,72355149
MAM,combined,1,CSNK2B,6.009702500250215e-8,8.634067553653167e-7,6,31665227,31670343
MAM,combined,1,NUP54,7.595708787825531e-7,9.189169113653644e-6,4,76114659,76148444
MAM,combined,1,RP11-39M21,3.9064293958396184e-6,4.097706132456214e-5,,,
MAM,trans,1,MLX,0.000837424150298762,0.004943635876744909,17,42567072,42573239
MAM,combined,1,PPP1R3C,3.42558634053343e-6,3.632141467167467e-5,10,91628442,91633071
MAM,combined,1,LMAN1,6.231363407335075e-6,6.284592137789511e-5,18,59327823,59359265
MAM,combined,1,NEMP1,0.0016264395282833968,0.008690030676972785,12,57055643,57088063
MAM,cis,1,CHID1,0.0008519306865509951,0.004999203128142854,11,867859,915058
MAM,combined,1,WDR25,8.100526796930399e-17,2.9789830782586704e-15,14,100376418,100530303
MAM,combined,1,CCDC30,8.725454323085976e-265,2.7408025045647633e-261,1,42463221,42657190
MAM,cis,1,RP11-735G4,9.256882120584906e-7,1.0970627919965644e-5,,,
MAM,trans,1,LIG3,5.084843540578173e-6,5.2256085155562203e-5,17,34980512,35009743
MAM,trans,1,KDELR3,1.963840924556427e-19,8.61402068109206e-18,22,38468078,38483447
MAM,combined,1,ENGASE,0.00196004430290242,0.010201715508278654,17,79074824,79088599
MAM,trans,1,HNRNPR,0.00106220458019283,0.006049981328533917,1,23303771,23344336
MAM,trans,1,ACAA1,1.5916588758513544e-7,2.1289454282362706e-6,3,38103129,38137242
MAM,combined,1,ARID1A,0.0009008419713195433,0.00526066765010485,1,26693236,26782104
MAM,trans,1,TMEM101,1.773439787058519e-7,2.346109939021055e-6,17,44011188,44023946
MAM,combined,1,JRKL,0.0009034051300848148,0.00526975352376289,11,96389989,96507574
MAM,combined,1,EXOC6B,1.5501014417551363e-9,2.840340065873598e-8,2,72175984,72826041
MAM,trans,1,OPA1-AS1,1.1180185082780458e-7,1.5253036173318986e-6,3,193618609,193627337
MAM,combined,1,FBXL20,0.0002819060869837238,0.0019518393839121602,17,39252663,39402523
MAM,combined,1,EIF2B2,9.367884376841115e-58,1.8620745363232408e-55,14,75002921,75012366
MAM,trans,1,MXRA7P1,5.7135737271097805e-6,5.810896906528813e-5,2,161340816,161341326
MAM,cis,1,TMEM94,0.00014670024235240208,0.0010933241127953346,17,75441159,75500452
MAM,cis,1,DCPS,1.0909190416804353e-10,2.296340711998375e-9,11,126304060,126350005
MAM,combined,1,DYSF,0.0006399286718904207,0.00398554992965125,2,71453561,71686763
MAM,cis,1,SOX6,5.265687756684501e-10,1.024623232257952e-8,11,15966449,16739591
MAM,trans,1,MXD1,3.722390017137276e-7,4.713926648315052e-6,2,69897688,69942945
MAM,cis,1,ATAD2,0.0003610289557374672,0.002426322309914177,8,123319850,123416350
MAM,trans,1,WDR53,0.0016198109724234909,0.008660501089535607,3,196554177,196568674
MAM,combined,1,LCA5L,2.311593846251575e-27,1.7203356595416732e-25,21,39405728,39445805
MAM,combined,1,TMEM181,0.000576940444384237,0.0036604851479654205,6,158536436,158635429
MAM,combined,1,RP11-147L13,1.789036801593215e-9,3.2328268571635646e-8,,,
MAM,combined,1,ZNF443,9.770417772362886e-5,0.0007595290607891802,19,12429706,12441021
MAM,combined,1,TMEM144,5.364278991620888e-5,0.00043713172524758134,4,158201604,158255416
MAM,combined,1,HOXA5,0.0019649953598270807,0.010220709551296671,7,27141052,27143681
MAM,trans,1,TRABD2B,0.00038296883804562684,0.0025545338744526326,1,47760528,47997385
MAM,combined,1,RHOT1,0.00010642273688079487,0.0008191942429754951,17,32142454,32253374
MAM,combined,1,CSDC2,0.0007630675542762041,0.004605101788460498,22,41561010,41577741
MAM,combined,1,COMMD10,0.0002716995170668274,0.001895144171178532,5,116085016,116412762
MAM,trans,1,TAF6L,0.00017235643612007452,0.0012623661923477287,11,62771357,62787342
MAM,combined,1,ARNT,2.31064768514081e-147,2.4189743314757653e-144,1,150809713,150876708
MAM,combined,1,GMPR,6.0154261758147865e-5,0.0004861566507401935,6,16238587,16295549
MAM,trans,1,LAMP1,0.0008463933703525106,0.004981602359312397,13,113297239,113323672
MAM,combined,1,RTL10,0.0005701842591427246,0.003623473663018294,22,19846138,19854896
MAM,combined,1,SELENOI,1.252237223563374e-7,1.7010277786864758e-6,2,26308547,26395891
MAM,cis,1,COA6,0.001841906591374025,0.009673397727206125,1,234373456,234385080
MAM,cis,1,CLCN6,5.63981275398643e-9,9.441575658406068e-8,1,11806096,11848079
MAM,combined,1,PRKACB,2.6839194883983306e-8,4.036933690260439e-7,1,84078062,84238498
MAM,trans,1,SORBS2,2.1147069723358017e-6,2.338538280745711e-5,4,185585444,185956652
MAM,combined,1,CD2AP,0.0026903695839312234,0.01340409022831302,6,47477789,47627263
MAM,trans,1,API5,0.002134795249516152,0.010905234158474997,11,43311963,43344529
MAM,combined,1,HSPA12A,0.00032864410691287466,0.002235036124232512,10,116671192,116850251
MAM,combined,1,HNRNPA1P29,0.0012150887185984915,0.0067734007289798615,13,93394977,93395855
MAM,combined,1,MOB2,3.496231691782865e-5,0.00030148998493172065,11,1469457,1501247
MAM,cis,1,SH3RF3,9.73329859167237e-17,3.5462178140378475e-15,2,109129205,109504634
MAM,cis,1,EMB,1.052078884672716e-13,3.0481171081209706e-12,5,50396192,50443248
MAM,trans,1,IMP3,2.6670053080555146e-8,4.0191923562759833e-7,15,75639085,75648706
MAM,trans,1,LCOR,0.00013830635940832777,0.001037661137978486,10,96832254,96995956
MAM,cis,1,VAMP5,8.783983191633506e-12,2.0526025008663833e-10,2,85584431,85593406
MAM,trans,1,NAA80,0.002516999653915711,0.012611501456744867,3,50296402,50299416
MAM,combined,1,TPM2,6.438133443827096e-5,0.0005181857443655793,9,35681992,35690056
MAM,combined,1,PSME3IP1,8.09537988243764e-8,1.139086715341367e-6,16,57152466,57186116
MAM,combined,1,RP11-697E2,1.0666651853274006e-6,1.2398111055535836e-5,,,
MAM,cis,1,ZNF236,3.4059136356194125e-5,0.0002943481663188312,18,76822557,76972901
MAM,combined,1,TRIM26,2.444422905581749e-8,3.7194547370494384e-7,6,30184455,30213427
MAM,cis,1,SLC25A32,2.436140491116383e-8,3.7140499157282096e-7,8,103398635,103415189
MAM,combined,1,LINC02762,6.970122170175391e-8,9.914118403420382e-7,11,112270749,112362534
MAM,trans,1,DDR2,0.0015201247189119405,0.008186048854963717,1,162631373,162787405
MAM,cis,1,PTOV1,0.0020377042365272748,0.010515303853495825,19,49850735,49860744
MAM,cis,1,PRADC1,0.0006521811717339517,0.004022466983400723,2,73228010,73233239
MAM,cis,1,RP1-251M9,3.3254018400979056e-9,5.8214922068068465e-8,,,
MAM,combined,1,PRTG,7.954613451700396e-9,1.3066035045193655e-7,15,55611544,55743152
MAM,combined,1,CELSR2,1.0557583633096939e-35,1.0361702841085044e-33,1,109249539,109275751
MAM,trans,1,TUBAP12,1.5679311903419878e-9,2.866265830260796e-8,15,96388214,96389056
MAM,trans,1,NAALADL1,3.4206182445627135e-9,5.948390730273343e-8,11,65044818,65058553
MAM,trans,1,MAP2K4,0.0018243102721234253,0.009600249397839863,17,12020829,12143830
MAM,combined,1,LRRK2,1.283308020427995e-8,2.0417341180389408e-7,12,40196744,40369285
MAM,trans,1,TM4SF18,0.0005852941452693268,0.0036970530825278514,3,149318498,149334414
MAM,trans,1,LARP4B,0.0005166401352424881,0.003324918050701963,10,806914,931705
MAM,combined,1,SNHG26,0.0005097175960532345,0.003289804936631295,7,22854126,22872945
MAM,combined,1,SIPA1L1,4.590096358170748e-5,0.00038197288347830024,14,71320449,71741229
MAM,combined,1,SNX5,0.0019410219029675304,0.010116119834557206,20,17941597,17968980
MAM,combined,1,ARHGAP9,0.00029028930252956965,0.0020072271764076757,12,57472264,57488814
MAM,trans,1,ARPC2,3.251178742287071e-14,9.799090170851032e-13,2,218217141,218254356
MAM,combined,1,LNPEP,7.72174212634028e-24,4.491109123685317e-22,5,96935394,97037513
MAM,trans,1,ZNF546,0.0001564425558352306,0.0011555115024838316,19,39984134,40021038
MAM,cis,1,ZNF676,3.3308825723668703e-13,9.018077419633959e-12,19,22179089,22215801
MAM,combined,1,HAUS4,1.1683805653856988e-6,1.3500427692383833e-5,14,22946228,22957161
MAM,combined,1,LYPLAL1,0.0023696239344704667,0.011960850094178637,1,219173869,219212865
MAM,combined,1,PPP1R15A,0.0010295701455450357,0.005876895672662194,19,48872421,48876058
MAM,combined,1,RAB1B,4.332353389753896e-6,4.5173271929321565e-5,11,66268590,66277492
MAM,combined,1,DPY19L1P2,1.0627092069608868e-6,1.2370439345371983e-5,7,32812757,32838570
MAM,combined,1,ABCC1,0.0017098977928398334,0.009077256632181658,16,15949138,16143257
MAM,trans,1,ENSG00000184779,0.00021491368768823818,0.0015417038089394262,,,
MAM,combined,1,NAPEPLD,0.00019648323412493687,0.001422487886336507,7,103099776,103149560
MAM,combined,1,ENSG00000215447,6.1044856517099405e-12,1.4524051240727454e-10,,,
MAM,cis,1,CYP4B1,4.426661380979015e-6,4.6034346798353286e-5,1,46757838,46819413
MAM,combined,1,ZNF432,1.3599618830758317e-11,3.110951872297724e-10,19,52031378,52095738
MAM,combined,1,MAP2K5,7.99188511693688e-8,1.12856629488543e-6,15,67542703,67807117
MAM,combined,1,KIF13B,1.4945318544751154e-5,0.00013952814405486042,8,29067278,29263124
MAM,cis,1,RPLP0,0.001923981605368395,0.010050659730239489,12,120196699,120201235
MAM,combined,1,NEK9,9.391648497556229e-56,1.735031618785987e-53,14,75079353,75127344
MAM,cis,1,ZNF850,0.0006411194754059133,0.00398554992965125,19,36714383,36772825
MAM,trans,1,MEN1,1.0993441393049733e-21,5.64150360114575e-20,11,64803510,64811294
MAM,cis,1,WDR31,0.000977681251129905,0.005623636881499231,9,113313222,113340298
MAM,cis,1,MKNK1,0.0009218985125731081,0.005361693460346487,1,46557407,46616843
MAM,trans,1,ENSG00000269165,1.1186275952193099e-26,8.020917409921837e-25,,,
MAM,combined,1,GPANK1,1.2810550618287846e-24,7.982777783644827e-23,6,31661228,31666283
MAM,cis,1,ZFHX2,0.00023530095916544114,0.0016719144623415937,14,23520857,23556192
MAM,combined,1,BMP1,5.420561671113383e-54,9.563960124707284e-52,8,22165140,22212326
MAM,cis,1,HIVEP1,2.448248486634199e-7,3.182520363047751e-6,6,12008762,12164999
MAM,trans,1,EPB41L4A,0.0005777369816284017,0.003662577239608717,5,112142441,112419313
MAM,combined,1,RGS4,0.000252268940052554,0.0017708445085584514,1,163068775,163076802
MAM,combined,1,RPUSD3,4.4466598580809814e-5,0.000371612523603931,3,9837849,9844602
MAM,combined,1,N4BP2L1,5.330252223781231e-9,8.942409984283547e-8,13,32400723,32428311
MAM,combined,1,DGKG,0.00038389298563352726,0.0025576035440828507,3,186105668,186362234
MAM,combined,1,CSGALNACT1,1.2406112805480418e-6,1.429304627892358e-5,8,19404161,19758029
MAM,combined,1,MRGPRF,3.142375319343935e-5,0.0002745949912650719,11,69004395,69013382
MAM,combined,1,GSTM2,5.4425088226544184e-8,7.847907809195806e-7,1,109668022,109709551
MAM,trans,1,METTL3,3.4239710229324464e-8,5.072322355953604e-7,14,21498133,21511342
MAM,combined,1,LONP2,0.0009549866441030051,0.005521412103221462,16,48244300,48363122
MAM,trans,1,IRF2BPL,3.9494530209790926e-5,0.00033668979798281594,14,77024543,77028708
MAM,combined,1,MARCHF2,3.884204162045433e-14,1.1662390746217496e-12,19,8413270,8439017
MAM,combined,1,EHBP1L1,2.9885421737670064e-10,5.932879615001681e-9,11,65576046,65592650
MAM,combined,1,PPFIA2-AS1,0.00022409262483407395,0.001596617078019731,12,81270669,81312422
MAM,cis,1,DMAC2,2.9132438744671245e-100,1.5248889520252418e-97,19,41431318,41440717
MAM,trans,1,HSP90AB1,2.376813066005312e-8,3.630651320572122e-7,6,44246166,44253888
MAM,cis,1,EFCAB7,0.0013884555680960516,0.007591545190046065,1,63523372,63572693
MAM,combined,1,DPYSL2,0.0019976607506313857,0.010352893322496694,8,26514031,26658178
MAM,cis,1,HPSE2,1.7395154908580343e-10,3.5706682029991785e-9,10,98457077,99235862
MAM,combined,1,HIPK1,9.362781234932072e-6,9.098004562632321e-5,1,113929324,113977869
MAM,combined,1,SPARCL1,7.893641461316461e-6,7.800745869543889e-5,4,87473335,87531061
MAM,combined,1,ZNF496,0.00019686919746947384,0.0014239691422676865,1,247297412,247331867
MAM,trans,1,ZNF625,2.992044129173008e-15,9.891382939032367e-14,19,12142090,12156734
MAM,combined,1,C11orf58,4.4714355277391383e-69,1.350445507374686e-66,11,16613132,16758340
MAM,cis,1,ZNF334,1.504522990305062e-19,6.673876982135703e-18,20,46499630,46513559
MAM,combined,1,PAWR,6.66492920373518e-5,0.0005339764453380282,12,79574979,79690964
MAM,combined,1,ALDH8A1,1.6167451659349808e-6,1.823833334820288e-5,6,134917393,134950115
MAM,trans,1,RELT,0.002293367279627845,0.011639543113120893,11,73376399,73397474
MAM,cis,1,MND1,2.2383586511830333e-12,5.579197761829709e-11,4,153344649,153415118
MAM,trans,1,ENSG00000242013,3.0791170949154574e-6,3.284740199827271e-5,,,
MAM,cis,1,DNAJA3,6.077201555441845e-14,1.79718071610364e-12,16,4425805,4456775
MAM,cis,1,IFT52,0.0013642356587896187,0.007521977721198519,20,43590937,43647299
MAM,combined,1,CDH13,1.1260228736546675e-18,4.8048742350541425e-17,16,82626965,83800640
MAM,combined,1,EYA2,5.728735914052121e-28,4.409722551880414e-26,20,46894624,47188844
MAM,combined,1,CTTN,4.679450174631607e-61,1.0806089131211783e-58,11,70398404,70436584
MAM,combined,1,CEP68,1.9402354949399456e-6,2.159054071930914e-5,2,65056366,65087004
MAM,cis,1,PLEKHH2,3.074346959349141e-5,0.00026955036461563127,2,43637260,43767987
MAM,combined,1,LINC02516,0.002454778237996136,0.012331216465532095,4,124499940,124558445
MAM,trans,1,CLTC,1.081552163212058e-5,0.00010355861962755455,17,59619689,59696956
MAM,combined,1,LRRC23,0.002211243780629323,0.011259235521565198,12,6873569,6914241
MAM,trans,1,STT3B,2.4618677405890596e-7,3.1949346388818182e-6,3,31532638,31637616
MAM,trans,1,MDM2,6.130789039575756e-5,0.000494462148374207,12,68808177,68845544
MAM,trans,1,ZNF777,7.985135779350232e-6,7.881243692214751e-5,7,149431363,149461062
MAM,combined,1,S100A16,1.261921888675996e-7,1.7112227476579592e-6,1,153606886,153613145
MAM,cis,1,PIGP,9.111084293854157e-6,8.86804914186278e-5,21,37062846,37073170
